awardID,awardFixedID,awardCode,publishedYear,isHeading,wageAllowanceID,wageAllowanceFixedID,versionNumber,sourceWageAllowanceID,allowanceLookupCode,clauseID,clauseFixedID,clauseLookupID,clauses,clauseDisplayOrder,parentAllowance,allowance,type,isAllPurpose,rate,baseRate,basePayRateID,rateUnit,allowanceAmount,paymentFrequency,displayOrder,operativeFrom,operativeTo,lastModifiedDateTime
1442,1,MA000001,2023,0,22009,12067,3,17582,8,36580,715,20,A.8.2(a),50,,An employee is engaged on shaft work,Group,0,,,,,,,,2023/7/1,,2023/6/1 22:37
1442,1,MA000001,2023,0,22010,12068,3,17583,8,36580,715,20,A.8.2(a),50,,"Where an employee has to handle machinery, equipment, appliances or gear of any description which is covered with oil or grease",Group,0,,,,,,,,2023/7/1,,2023/6/1 22:37
1442,1,MA000001,2023,0,22011,12069,3,17584,8,36580,715,20,A.8.2(a),50,,"Employees working in a space, the dimensions of which necessitate working in a stooped or otherwise cramped position or without proper ventilation, or where confinement within a limited space is unusually discomforting",Group,0,,,,,,,,2023/7/1,,2023/6/1 22:37
1442,1,MA000001,2023,0,22012,12070,3,17585,8,36580,715,20,A.8.2(a),50,,Where an employee is engaged on work at a height of 7.5 metres or more above the nearest horizontal plane,Group,0,,,,,,,,2023/7/1,,2023/6/1 22:37
1442,1,MA000001,2023,0,22013,12071,3,17586,8,36580,715,20,A.8.2(a),50,,Where an employee is appointed as a first aid officer,Group,0,,,,,,,,2023/7/1,,2023/6/1 22:37
1442,1,MA000001,2023,0,22014,12072,3,17587,8,36580,715,20,A.8.2(a),50,,Where an employee is appointed as a first aid attendant,Group,0,,,,,,,,2023/7/1,,2023/6/1 22:37
1442,1,MA000001,2023,0,22015,12073,3,17588,8,36580,715,20,A.8.2(a),50,,Where an employee carries out pressure or x-ray standard welding on booms,Group,0,,,,,,,,2023/7/1,,2023/6/1 22:37
1442,1,MA000001,2023,0,22016,12074,3,17589,8,36580,715,20,A.8.2(a),50,,An adult employee who works underground on any shift,Group,0,,,,,,,,2023/7/1,,2023/6/1 22:37
1442,1,MA000001,2023,0,22017,12075,3,17590,8,36580,715,20,A.8.2(a),50,,Where an employee is engaged on afternoon shift and/or night shift at open cut workings and who is in receipt of the 15% shift allowance,Group,0,,,,,,,,2023/7/1,,2023/6/1 22:37
1442,1,MA000001,2023,0,22047,12105,3,17620,8,36580,715,20,A.8.2(a),50,,Minimum payment of 4 hours at this rate for employees required to carry out work in connection with the release of blockages in sewerage lines and connections thereto (including pumps); A minimum payment of one hour for work on pumps after removal from a pumping station or treatment works for cleaning or stripping,Group,0,,,,,,,,2023/7/1,,2023/6/1 22:37
1442,1,MA000001,2023,0,19873,15,4,15441,10,36581,716,50,B.3.1(a),110,Where an employee is appointed as the first aid officer,First Aid Officer allowance,Detail,0,0.76,987.8,BR89758,Percent,7.51,"per day or shift or attendance at, or paid absence from, work",1,2023/7/1,,2023/6/8 07:47
1442,1,MA000001,2023,0,19874,16,4,15442,10,36581,716,50,B.3.1(a),110,Where an employee is appointed as a first aid attendant,First Aid Attendant allowance,Detail,0,0.45,987.8,BR89758,Percent,4.45,per day or shift,2,2023/7/1,,2023/6/8 07:47
1442,1,MA000001,2023,0,22018,12076,4,17591,8,36581,716,50,B.3.1(a),110,,Where an employee is appointed as the first aid officer,Group,0,,,,,,,,2023/7/1,,2023/6/8 07:47
1442,1,MA000001,2023,0,22019,12077,4,17592,8,36581,716,50,B.3.1(a),110,,Where an employee is appointed as a first aid attendant,Group,0,,,,,,,,2023/7/1,,2023/6/8 07:47
1442,1,MA000001,2023,0,19875,17,3,15443,10,36582,717,170,I.2.1,230,,Stand-by allowance—employees on Monday to Friday stand-by roster,Detail,0,10.26,987.8,BR89758,Percent,101.35,per day,1,2023/7/1,,2023/6/1 22:37
1442,1,MA000001,2023,0,21728,5645,3,17301,10,36585,9318,171,I.2.2,240,,Stand-by allowance—employees on a stand-by roster that includes Saturday and/or Sunday,Detail,0,18.71,987.8,BR89758,Percent,184.82,per day,1,2023/7/1,,2023/6/1 22:37
1442,1,MA000001,2023,0,21729,5646,3,17302,10,36586,9319,172,I.2.3,250,,Stand-by allowance—duty officers on a Monday to Friday stand-by roster,Detail,0,12.07,987.8,BR89758,Percent,119.23,per day,1,2023/7/1,,2023/6/1 22:37
1442,1,MA000001,2023,0,21730,5647,3,17303,10,36587,9320,173,I.2.4,260,,Stand-by allowance—duty officers on a stand-by roster that includes Saturday and/or Sunday,Detail,0,24.14,987.8,BR89758,Percent,238.45,per day,1,2023/7/1,,2023/6/1 22:37
1443,2,MA000002,2023,0,19879,21,5,15447,10,36627,718,20,19.2(b),20,,First aid allowance,Detail,0,1.5,995,BR89779,Percent,14.93,per week,1,2023/7/1,,2023/6/1 22:37
1444,3,MA000003,2023,0,19880,22,5,15448,10,36653,719,80,17.2,30,,Broken Hill allowance,Detail,0,162.64,995,BR89787,Percent,42.58,per week,1,2023/7/1,,2023/6/1 22:37
1444,3,MA000003,2023,0,19882,24,6,15450,10,36654,720,70,17.3(a),40,,Cold work allowance—cold chambers; stocking and refilling refrigerated storages,Detail,0,1.3,995,BR89787,Percent,0.34,per hour,1,2023/7/1,,2023/6/1 22:37
1444,3,MA000003,2023,0,22163,12500,7,17736,10,36669,23481,144,17.3(b),50,,Cold work allowance—cold chambers; below 0°C—additional to clause 17.3(a),Detail,0,2,995,BR89787,Percent,0.52,per hour,1,2023/7/1,,2023/6/1 22:37
1444,3,MA000003,2023,0,22347,19524,3,19524,10,36669,23481,144,17.3(b),50,,Cold work allowance—cold chambers; below 0°C—total amount,Detail,0,1.3,995,BR89787,Percent,0.86,per hour,2,2023/7/1,,2023/6/1 22:37
1445,4,MA000004,2023,0,19885,27,4,15453,10,36680,721,60,19.9(b),100,,Cold work disability allowance—cold chambers; stocking and refilling refrigerated storages,Detail,0,1.3,995,BR89793,Percent,0.34,per hour,2,2023/7/1,,2023/6/1 22:37
1445,4,MA000004,2023,0,21702,1857,4,17275,10,36688,2464,91,19.9(c),110,,Cold work disability allowance—cold chambers; below 0°C—additional to clause 19.9(b),Detail,0,2,995,BR89793,Percent,0.52,per hour,1,2023/7/1,,2023/6/1 22:37
1445,4,MA000004,2023,0,19887,29,5,15455,10,36681,722,70,19.10(b),120,,First aid allowance,Detail,0,1.3,995,BR89793,Percent,12.94,per week,1,2023/7/1,,2023/6/1 22:37
1445,4,MA000004,2023,0,19888,30,4,15456,10,36682,723,80,19.12,130,,Liquor licence allowance,Detail,0,3.1,995,BR89793,Percent,30.85,per week,1,2023/7/1,,2023/6/1 22:37
1445,4,MA000004,2023,0,19889,31,4,15457,10,36683,724,90,19.13,140,,Broken Hill,Detail,0,4.28,995,BR89793,Percent,1.12,per hour,8,2023/7/1,,2023/6/1 22:37
1446,5,MA000005,2023,0,19890,32,3,15458,10,36714,725,20,20.2,100,,Manager's allowance,Detail,0,5,995,BR89800,Percent,49.75,per week,1,2023/7/1,,2023/6/1 22:37
1446,5,MA000005,2023,0,19891,33,3,15459,10,36715,726,30,20.3,110,,First aid allowance,Detail,0,1.3,995,BR89800,Percent,12.94,per week,1,2023/7/1,,2023/6/1 22:37
1446,5,MA000005,2023,0,19892,34,3,15460,10,36716,727,70,20.4,120,,Broken Hill allowance,Detail,0,4.28,995,BR89800,Percent,42.59,per week,1,2023/7/1,,2023/6/1 22:37
1447,6,MA000006,2023,0,19893,35,3,15461,10,36764,728,30,16.2(c)(i),20,,Professorial and clinical loadings—Medically qualified—Full clinical department in a medical school and responsible for patient care,Detail,0,43.9,61336,BR89804,Percent,26927,per annum,1,2023/7/1,,2023/6/1 22:37
1447,6,MA000006,2023,0,21918,11976,3,17491,10,36764,728,30,16.2(c)(i),20,,Professorial and clinical loadings—Medically qualified—Para-clinical department in a medical school,Detail,0,29.3,61336,BR89804,Percent,17971,per annum,2,2023/7/1,,2023/6/1 22:37
1447,6,MA000006,2023,0,21919,11977,3,17492,10,36764,728,30,16.2(c)(i),20,,Professorial and clinical loadings—Medically qualified—Pre-clinical department in a medical school,Detail,0,22,61336,BR89804,Percent,13494,per annum,3,2023/7/1,,2023/6/1 22:37
1447,6,MA000006,2023,0,22021,12079,3,17594,10,36778,23050,71,16.2(d),30,,Professorial and clinical loadings—Dentally qualified—Medical school or dental school teaching medical or dental students,Detail,0,22,61336,BR89804,Percent,13494,per year,1,2023/7/1,,2023/6/1 22:37
1448,7,MA000007,2023,0,21881,11939,3,17454,10,36793,22954,152,C.1.2,135,,"Sleepover allowance + - (permanently residing on campus) is required to sleep-over at the employer's premises for a period outside the employee's ordinary hours of duty// - Sleep-over period will not commence prior to 10.00 pm// In addition to this allowance, an employee will be paid as follows:// - for work less than one hour—nil// - for work more than one hour—in accordance with overtime provisions",Detail,0,5.31,51953.78,BR89854,Percent,53.05,per occurrance,1,2023/7/1,,2023/6/1 22:37
1448,7,MA000007,2023,0,19898,40,3,15466,10,36784,732,140,C.1.3,140,Catering and retail staff; and security staff,Broken shift—per day + When an employee is required to work a shift in 2 periods of duty,Detail,0,0.28,51953.78,BR89854,Percent,2.8,per day,2,2023/7/1,,2023/6/1 22:37
1448,7,MA000007,2023,0,19899,41,3,15467,10,36784,732,140,C.1.3,140,Catering and retail staff; and security staff,Broken shift—maximum per week + When an employee is required to work a shift in 2 periods of duty,Detail,0,1.38,51953.78,BR89854,Percent,13.79,per week,3,2023/7/1,,2023/6/1 22:37
1448,7,MA000007,2023,0,19900,42,3,15468,10,36784,732,140,C.1.3,140,Building services staff; security staff; storage services; and trades staff,First aid + Where an employee is the current holder of appropriate first aid qualifications (St John Ambulance) and the employer has formally appointed the employee to act as the first aid attendant,Detail,0,1.45,51953.78,BR89854,Percent,14.49,per week,4,2023/7/1,,2023/6/1 22:37
1448,7,MA000007,2023,0,19901,43,3,15469,10,36784,732,140,C.1.3,140,"Building services staff; maintenance staff (inclusive only of carpenters, joiners and painters); and trades staff",Cold work + - Where employees are required to work one or more hours in places where the temperature is reduced by artificial means below 0°C//- Where the work continues for 2 or more hours employees will be entitled to a rest period of 20 minutes every 2 hours (without loss of pay),Detail,0,0.06,51953.78,BR89854,Percent,0.6,per hour,5,2023/7/1,,2023/6/1 22:37
1448,7,MA000007,2023,0,19902,44,3,15470,10,36784,732,140,C.1.3,140,"Building services staff; maintenance staff (inclusive only of carpenters, joiners and painters); and trades staff (excluding plumbers)",Hot work—46°C to 54°C + - Where employees are required to work for one or more hours in places where the temperature is raised by artificial means to between 46°C and 54°C,Detail,0,0.05,51953.78,BR89854,Percent,0.5,per hour,6,2023/7/1,,2023/6/1 22:37
1448,7,MA000007,2023,0,19903,45,3,15471,10,36784,732,140,C.1.3,140,,Hot work—54°C and over + - In places where the temperature exceeds 54°C//- Where the work continues for 2 or more hours in temperatures exceeding 54°C employees will be entitled to a rest period of 20 minutes every 2 hours (without loss of pay),Detail,0,0.06,51953.78,BR89854,Percent,0.6,per hour,7,2023/7/1,,2023/6/1 22:37
1448,7,MA000007,2023,0,19904,46,3,15472,10,36784,732,140,C.1.3,140,Maintenance staff (inclusive only of carpenters or joiners); and trades staff (excluding plumbers),"Wet work + Where employees are working in any place where their clothing becomes saturated by water, oil or another substance they must be paid the allowance for every hour so engaged unless supplied with protective clothing and/or footwear",Detail,0,0.06,51953.78,BR89854,Percent,0.6,per hour,8,2023/7/1,,2023/6/1 22:37
1448,7,MA000007,2023,0,19905,47,3,15473,10,36784,732,140,C.1.3,140,"Maintenance staff (inclusive only of carpenters, joiners and painters); and trades staff (excluding linespersons, riggers and splicers)",Height + - Where an employee is working in any structure at a height exceeding 9 m where an adequate fixed support (not less than 0.75 m wide) is not provided//- Allowance does not apply if the employee is working in a bosun's swing stage,Detail,0,0.06,51953.78,BR89854,Percent,0.6,per hour,9,2023/7/1,,2023/6/1 22:37
1448,7,MA000007,2023,0,19906,48,3,15474,10,36784,732,140,C.1.3,140,Trades staff (excluding plumbers),"Confined spaces + - Where working in a confined space (dimensions necessitate working in stooped/cramped position, without proper ventilation)//- Confined spaces include boilers steam drums, mud drums, fire boxes of vertical or road vehicle boilers, furnaces, flues combustion chambers, receivers, buoys, tanks, superheaters or economizers",Detail,0,0.07,51953.78,BR89854,Percent,0.7,per hour,10,2023/7/1,,2023/6/1 22:37
1448,7,MA000007,2023,0,19907,49,3,15475,10,36784,732,140,C.1.3,140,Trades staff (excluding plumbers and electricians),"Boiler repairs—base + - Where working on repairs to smoke-boxes, fire-boxes, furnaces or flues of boilers//- Where engaged on repairs to oil fired boilers (including castings, uptakes and funnels or flues and smoke stacks)",Detail,0,0.04,51953.78,BR89854,Percent,0.4,per hour,11,2023/7/1,,2023/6/1 22:37
1448,7,MA000007,2023,0,19908,50,3,15476,10,36784,732,140,C.1.3,140,,"Boiler repairs—if inside + - Where working on repairs to smoke-boxes, fire-boxes, furnaces or flues of boilers//- Where engaged on repairs to oil fired boilers (including castings, uptakes and funnels or flues and smoke stacks)",Detail,0,0.15,51953.78,BR89854,Percent,1.5,per hour,12,2023/7/1,,2023/6/1 22:37
1448,7,MA000007,2023,0,19909,51,3,15477,10,36784,732,140,C.1.3,140,Maintenance staff (inclusive only of carpenters or joiners); and trades staff,"Insulation materials + Where employees are handling charcoal, pumice, granulated cork, silicate of cotton, insulwool, slag wool, or other recognized insulating material of a like nature, associated with similar disabilities in its use",Detail,0,0.08,51953.78,BR89854,Percent,0.8,per hour or part thereof,13,2023/7/1,,2023/6/1 22:37
1448,7,MA000007,2023,0,19910,52,3,15478,10,36784,732,140,C.1.3,140,"Maintenance staff (inclusive only of carpenters, joiners and painters)","Toxic substances + - Employees engaged in preparation and/or application of epoxy based materials, materials of a like nature or toxic materials//- Employees in close proximity to other employees so engaged",Detail,0,0.06,51953.78,BR89854,Percent,0.6,per hour,14,2023/7/1,,2023/6/1 22:37
1448,7,MA000007,2023,0,19911,53,3,15479,10,36784,732,140,C.1.3,140,"Maintenance staff (inclusive only of carpenters, joiners and painters); and trades staff (excluding plumbers)",Dirty work + Where an employee and supervisor agree that work is of an unusually dirty or offensive nature,Detail,0,0.06,51953.78,BR89854,Percent,0.6,per hour,15,2023/7/1,,2023/6/1 22:37
1448,7,MA000007,2023,0,19912,54,3,15480,10,36784,732,140,C.1.3,140,Maintenance staff (inclusive only of carpenters or joiners),Asbestos + Where required to wear protective equipment as required by the appropriate occupational health authority for the handling of materials containing asbestos or working in close proximity to employees handling such materials,Detail,0,0.08,51953.78,BR89854,Percent,0.8,per hour,16,2023/7/1,,2023/6/1 22:37
1448,7,MA000007,2023,0,19913,55,3,15481,10,36784,732,140,C.1.3,140,Maintenance staff (inclusive only of carpenters or joiners),Bitumen work + Where handling hot bitumen or asphalt or dipping materials in creosote,Detail,0,0.08,51953.78,BR89854,Percent,0.8,per hour,17,2023/7/1,,2023/6/1 22:37
1448,7,MA000007,2023,0,19914,56,3,15482,10,36784,732,140,C.1.3,140,Maintenance staff (inclusive only of carpenters or joiners),Coloured mortar + Where engaged in the use of coloured additives in mortar,Detail,0,0.07,51953.78,BR89854,Percent,0.7,per hour,18,2023/7/1,,2023/6/1 22:37
1448,7,MA000007,2023,0,19915,57,3,15483,10,36784,732,140,C.1.3,140,Maintenance staff (inclusive only of carpenters or joiners),"Second-hand timber + - Where working with second-hand timber and the employee's tools are damaged by nail, dumps or other foreign matter on the timber//- Damage must be immediately reported to their supervisor",Detail,0,0.24,51953.78,BR89854,Percent,2.4,per hour,19,2023/7/1,,2023/6/1 22:37
1448,7,MA000007,2023,0,19916,58,3,15484,10,36784,732,140,C.1.3,140,Maintenance staff (inclusive only of builders labourers),Lifting—5.5–9kg blocks + - Where required to lift blocks (other than cindrete blocks for plugging purposes)//- Employees will not be required to lift blocks in excess of 20kg unless they are provided with a mechanical aid or with an assisting employee,Detail,0,0.06,51953.78,BR89854,Percent,0.6,per hour,20,2023/7/1,,2023/6/1 22:37
1448,7,MA000007,2023,0,19917,59,3,15485,10,36784,732,140,C.1.3,140,Maintenance staff (inclusive only of builders labourers),Lifting—9–18kg blocks + - Where required to lift blocks (other than cindrete blocks for plugging purposes)//- Employees will not be required to lift blocks in excess of 20kg unless they are provided with a mechanical aid or with an assisting employee,Detail,0,0.11,51953.78,BR89854,Percent,1.1,per hour,21,2023/7/1,,2023/6/1 22:37
1448,7,MA000007,2023,0,19918,60,3,15486,10,36784,732,140,C.1.3,140,Maintenance staff (inclusive only of builders labourers),Lifting—more than 18kg blocks + - Where required to lift blocks (other than cindrete blocks for plugging purposes)//- Employees will not be required to lift blocks in excess of 20kg unless they are provided with a mechanical aid or with an assisting employee,Detail,0,0.16,51953.78,BR89854,Percent,1.6,per hour,22,2023/7/1,,2023/6/1 22:37
1448,7,MA000007,2023,0,19919,61,3,15487,10,36784,732,140,C.1.3,140,Maintenance staff (inclusive only of carpenters or joiners),Roofing repairs + Where engaged in repairs to roofs,Detail,0,0.08,51953.78,BR89854,Percent,0.8,per hour,23,2023/7/1,,2023/6/1 22:37
1448,7,MA000007,2023,0,19920,62,3,15488,10,36784,732,140,C.1.3,140,"Maintenance staff (inclusive only of carpenters, joiners and painters)",Computing quantities + Where regularly required to compute or estimate quantities of materials in respect of the work performed by other employees,Detail,0,0.45,51953.78,BR89854,Percent,4.5,per day or part thereof,24,2023/7/1,,2023/6/1 22:37
1448,7,MA000007,2023,0,19921,63,3,15489,10,36784,732,140,C.1.3,140,Maintenance staff (inclusive only of painters),Certificate + Where the employee holds a scaffolding certificate or rigging certificate and is required to act on that certificate whilst engaged in work requiring a certified person,Detail,0,0.06,51953.78,BR89854,Percent,0.6,per hour,25,2023/7/1,,2023/6/1 22:37
1448,7,MA000007,2023,0,19922,64,3,15490,10,36784,732,140,C.1.3,140,Trades staff,Leading hand—3–10 employees + Where the leading hand is in charge of 3–10 employees,Detail,0,3.04,51953.78,BR89854,Percent,30.37,per week,26,2023/7/1,,2023/6/1 22:37
1448,7,MA000007,2023,0,19923,65,3,15491,10,36784,732,140,C.1.3,140,Trades staff,Leading hand—11–20 employees + Where the leading hand is in charge of 11–20 employees,Detail,0,4.8,51953.78,BR89854,Percent,47.96,per week,27,2023/7/1,,2023/6/1 22:37
1448,7,MA000007,2023,0,19924,66,3,15492,10,36784,732,140,C.1.3,140,Trades staff,Leading hand—more than 20 employees + Where the leading hand is in charge of more than 20 employees,Detail,0,6.1,51953.78,BR89854,Percent,60.95,per week,28,2023/7/1,,2023/6/1 22:37
1448,7,MA000007,2023,0,19925,67,3,15493,10,36784,732,140,C.1.3,140,Maintenance staff (inclusive only of carpenters or joiners); and trades staff,Explosive power tools + Where required to operate explosive power tools,Detail,0,0.15,51953.78,BR89854,Percent,1.5,per day,29,2023/7/1,,2023/6/1 22:37
1448,7,MA000007,2023,0,19926,68,3,15494,10,36784,732,140,C.1.3,140,Maintenance staff (inclusive only of carpenters or joiners),Grindstone + Where grindstone or wheel is not made available by the employer,Detail,0,0.64,51953.78,BR89854,Percent,6.39,per week,30,2023/7/1,,2023/6/1 22:37
1448,7,MA000007,2023,0,19927,69,3,15495,10,36784,732,140,C.1.3,140,Security staff,"Relieving officer + Where appointed as a relieving officer (relieves at short notice another security officer, a display roster is not required and 24 hours' notice of shift will be given where possible)",Detail,0,2.94,51953.78,BR89854,Percent,29.37,per week,31,2023/7/1,,2023/6/1 22:37
1448,7,MA000007,2023,0,21704,1859,3,17277,8,36784,732,140,C.1.3,140,,Catering and retail staff; and security staff,Group,0,,,,,,,,2023/7/1,,2023/6/1 22:37
1448,7,MA000007,2023,0,21705,1860,3,17278,8,36784,732,140,C.1.3,140,,Building services staff; security staff; storage services; and trades staff,Group,0,,,,,,,,2023/7/1,,2023/6/1 22:37
1448,7,MA000007,2023,0,21706,1861,3,17279,8,36784,732,140,C.1.3,140,,"Building services staff; maintenance staff (inclusive only of carpenters, joiners and painters); and trades staff",Group,0,,,,,,,,2023/7/1,,2023/6/1 22:37
1448,7,MA000007,2023,0,21707,1862,3,17280,8,36784,732,140,C.1.3,140,,"Building services staff; maintenance staff (inclusive only of carpenters, joiners and painters); and trades staff (excluding plumbers)",Group,0,,,,,,,,2023/7/1,,2023/6/1 22:37
1448,7,MA000007,2023,0,21708,1863,3,17281,8,36784,732,140,C.1.3,140,,Maintenance staff (inclusive only of carpenters or joiners); and trades staff (excluding plumbers),Group,0,,,,,,,,2023/7/1,,2023/6/1 22:37
1448,7,MA000007,2023,0,21709,1864,3,17282,8,36784,732,140,C.1.3,140,,"Maintenance staff (inclusive only of carpenters, joiners and painters); and trades staff (excluding linespersons, riggers and splicers)",Group,0,,,,,,,,2023/7/1,,2023/6/1 22:37
1448,7,MA000007,2023,0,21710,1865,3,17283,8,36784,732,140,C.1.3,140,,Trades staff (excluding plumbers),Group,0,,,,,,,,2023/7/1,,2023/6/1 22:37
1448,7,MA000007,2023,0,21711,1866,3,17284,8,36784,732,140,C.1.3,140,,Trades staff (excluding plumbers and electricians),Group,0,,,,,,,,2023/7/1,,2023/6/1 22:37
1448,7,MA000007,2023,0,21712,1867,3,17285,8,36784,732,140,C.1.3,140,,Maintenance staff (inclusive only of carpenters or joiners); and trades staff,Group,0,,,,,,,,2023/7/1,,2023/6/1 22:37
1448,7,MA000007,2023,0,21713,1868,3,17286,8,36784,732,140,C.1.3,140,,"Maintenance staff (inclusive only of carpenters, joiners and painters)",Group,0,,,,,,,,2023/7/1,,2023/6/1 22:37
1448,7,MA000007,2023,0,21714,1869,3,17287,8,36784,732,140,C.1.3,140,,"Maintenance staff (inclusive only of carpenters, joiners and painters); and trades staff (excluding plumbers)",Group,0,,,,,,,,2023/7/1,,2023/6/1 22:37
1448,7,MA000007,2023,0,21715,1870,3,17288,8,36784,732,140,C.1.3,140,,Maintenance staff (inclusive only of carpenters or joiners),Group,0,,,,,,,,2023/7/1,,2023/6/1 22:37
1448,7,MA000007,2023,0,21716,1871,3,17289,8,36784,732,140,C.1.3,140,,Security staff,Group,0,,,,,,,,2023/7/1,,2023/6/1 22:37
1448,7,MA000007,2023,0,21717,1872,3,17290,8,36784,732,140,C.1.3,140,,Coloured motor,Group,0,,,,,,,,2023/7/1,,2023/6/1 22:37
1448,7,MA000007,2023,0,21718,1873,3,17291,8,36784,732,140,C.1.3,140,,Second-hand timber,Group,0,,,,,,,,2023/7/1,,2023/6/1 22:37
