awardID,awardFixedID,awardCode,publishedYear,isHeading,employeeRateTypeCode,classificationID,classificationFixedID,versionNumber,sourceClassificationID,clauseID,clauseFixedID,clauseLookupID,clauses,clauseDescription,clauseDisplayOrder,parentClassificationName,classification,classificationLevel,nextDownClassificationFixedID,nextUpClassificationFixedID,type,baseRate,basePayRateID,baseRateType,calculatedRate,calculatedPayRateID,calculatedRateType,calculatedIncludesAllPurpose,displayOrder,operativeFrom,operativeTo,lastModifiedDateTime
1442,1,MA000001,2023,0,AP,157257,90800,4,124165,36600,23037,176,A.6.8(b)(i),Production and Engineering Employees: Apprentice (other than adult apprentices) that commenced on or after 1 January 2014,30,Has completed year 12,Stage 1 - From 1 January 2014: 50%,1,,,Detail,493.9,BR102471,Weekly,,,,0,5,2023/7/1,,2023/6/2 08:37
1442,1,MA000001,2023,0,AP,157258,90801,4,124166,36600,23037,176,A.6.8(b)(i),Production and Engineering Employees: Apprentice (other than adult apprentices) that commenced on or after 1 January 2014,30,Has completed year 12,Stage 1 - From first pay period commencing on or after 1 January 2015: 55%,1,,90802,Detail,543.29,BR102472,Weekly,,,,0,6,2023/7/1,,2023/6/2 08:37
1442,1,MA000001,2023,0,AP,157259,90802,3,124167,36600,23037,176,A.6.8(b)(i),Production and Engineering Employees: Apprentice (other than adult apprentices) that commenced on or after 1 January 2014,30,Has completed year 12,Stage 2 - 65%,3,90801,90803,Detail,642.07,BR102473,Weekly,,,,0,7,2023/7/1,,2023/6/2 08:37
1442,1,MA000001,2023,0,AP,157260,90803,3,124168,36600,23037,176,A.6.8(b)(i),Production and Engineering Employees: Apprentice (other than adult apprentices) that commenced on or after 1 January 2014,30,Has completed year 12,Stage 3 - 75%,4,90802,90804,Detail,740.85,BR102474,Weekly,,,,0,8,2023/7/1,,2023/6/2 08:37
1442,1,MA000001,2023,0,AP,157261,90804,3,124169,36600,23037,176,A.6.8(b)(i),Production and Engineering Employees: Apprentice (other than adult apprentices) that commenced on or after 1 January 2014,30,Has completed year 12,Stage 4 - 90%,5,90803,,Detail,889.02,BR102475,Weekly,,,,0,9,2023/7/1,,2023/6/2 08:37
1442,1,MA000001,2023,0,,157251,90794,3,124159,36600,23037,176,A.6.8(b)(i),Production and Engineering Employees: Apprentice (other than adult apprentices) that commenced on or after 1 January 2014,30,,Has not completed year 12,,,,Group,,,,,,,0,,2023/7/1,,2023/6/2 08:37
1442,1,MA000001,2023,0,,157252,90795,3,124160,36600,23037,176,A.6.8(b)(i),Production and Engineering Employees: Apprentice (other than adult apprentices) that commenced on or after 1 January 2014,30,,Has completed year 12,,,,Group,,,,,,,0,,2023/7/1,,2023/6/2 08:37
1442,1,MA000001,2023,0,AA,157262,90805,4,124170,36601,23038,177,A.6.8(b)(ii),Production and Engineering Employees: Adult apprentices that commenced on or after 1 January 2014,40,,Stage 1 - 80% of Mineworker - Induction Level 2,1,,90806,Detail,790.24,BR102476,Weekly,,,,0,1,2023/7/1,,2023/6/2 08:37
1442,1,MA000001,2023,0,AA,157263,90806,5,124171,36601,23038,177,A.6.8(b)(ii),Production and Engineering Employees: Adult apprentices that commenced on or after 1 January 2014,40,,Stage 2 - Mineworker – Induction Level 1,2,90805,90807,Detail,969.2,BR102477,Weekly,,,,0,2,2023/7/1,,2023/6/2 08:37
1442,1,MA000001,2023,0,AA,157264,90807,5,124172,36601,23038,177,A.6.8(b)(ii),Production and Engineering Employees: Adult apprentices that commenced on or after 1 January 2014,40,,Stage 3 - Mineworker – Induction Level 1,2,90806,,Detail,969.2,BR102478,Weekly,,,,0,3,2023/7/1,,2023/6/2 08:37
1442,1,MA000001,2023,0,JN,157265,90808,3,124173,36602,23039,178,A.7,Production and Engineering Employees: Juniors,45,,15-16 years - 40,1,,90809,Detail,395.12,BR102479,Weekly,,,,0,1,2023/7/1,,2023/6/2 08:37
1442,1,MA000001,2023,0,JN,157266,90809,3,124174,36602,23039,178,A.7,Production and Engineering Employees: Juniors,45,,16-17 years - 55,2,90808,90810,Detail,543.29,BR102480,Weekly,,,,0,2,2023/7/1,,2023/6/2 08:37
1442,1,MA000001,2023,0,JN,157267,90810,3,124175,36602,23039,178,A.7,Production and Engineering Employees: Juniors,45,,17-18 years - 75,3,90809,,Detail,740.85,BR102481,Weekly,,,,0,3,2023/7/1,,2023/6/2 08:37
1442,1,MA000001,2023,1,AD,156970,90513,4,123878,36579,2,40,B.2.1,Staff Employees,70,Group A,GROUP A*,1,,17,Detail,1038.9,BR102252,Weekly,29.68,CR29940,Hourly,0,1,2023/7/1,,2023/6/2 08:37
1442,1,MA000001,2023,1,,142717,8,4,109463,36579,2,40,B.2.1,Staff Employees,70,Group A,"(Adult coal mining industry employees, without prior experience in the coal mining industry, engaged in one of the following classifications)",,,,Detail,,,,,,,0,2,2023/7/1,,2023/6/2 08:37
1442,1,MA000001,2023,0,AD,142718,9,4,109464,36579,2,40,B.2.1,Staff Employees,70,Group A,Tracer,1,,19,Detail,1038.9,BR102233,Weekly,29.68,CR30025,Hourly,0,3,2023/7/1,,2023/6/2 08:37
1442,1,MA000001,2023,0,AD,142719,10,4,109465,36579,2,40,B.2.1,Staff Employees,70,Group A,Surveyor's Assistant,1,,20,Detail,1038.9,BR102234,Weekly,29.68,CR30026,Hourly,0,4,2023/7/1,,2023/6/2 08:37
1442,1,MA000001,2023,0,AD,142720,11,4,109466,36579,2,40,B.2.1,Staff Employees,70,Group A,Clerks,1,,21,Detail,1038.9,BR102235,Weekly,29.68,CR30027,Hourly,0,5,2023/7/1,,2023/6/2 08:37
1442,1,MA000001,2023,0,AD,142721,12,4,109467,36579,2,40,B.2.1,Staff Employees,70,Group A,Laboratory Assistant,1,,22,Detail,1038.9,BR102236,Weekly,29.68,CR30028,Hourly,0,6,2023/7/1,,2023/6/2 08:37
1442,1,MA000001,2023,0,AD,142722,13,4,109468,36579,2,40,B.2.1,Staff Employees,70,Group A,Technical Assistant,1,,22,Detail,1038.9,BR102237,Weekly,29.68,CR30029,Hourly,0,7,2023/7/1,,2023/6/2 08:37
1442,1,MA000001,2023,0,AD,142723,14,4,109469,36579,2,40,B.2.1,Staff Employees,70,Group A,Stores Clerk,1,,24,Detail,1038.9,BR102238,Weekly,29.68,CR30030,Hourly,0,8,2023/7/1,,2023/6/2 08:37
1442,1,MA000001,2023,0,AD,142725,16,4,109471,36579,2,40,B.2.1,Staff Employees,70,Group A,Coal and/or Dust Sampler,1,,26,Detail,1038.9,BR102240,Weekly,29.68,CR30032,Hourly,0,10,2023/7/1,,2023/6/2 08:37
1442,1,MA000001,2023,1,AD,142726,17,5,109472,36579,2,40,B.2.1,Staff Employees,70,Group B,GROUP B*,2,90513,29,Detail,1068.5,BR89764,Weekly,30.53,CR25633,Hourly,0,11,2023/7/1,,2023/6/2 08:37
1442,1,MA000001,2023,1,,142727,18,3,109473,36579,2,40,B.2.1,Staff Employees,70,Group B,(Adult coal mining industry employee engaged in one of the following classifications),,,,Detail,,,,,,,0,12,2023/7/1,,2023/6/2 08:37
1442,1,MA000001,2023,0,AD,142728,19,5,109474,36579,2,40,B.2.1,Staff Employees,70,Group B,Tracer,2,9,,Detail,1068.5,BR102242,Weekly,30.53,CR30033,Hourly,0,13,2023/7/1,,2023/6/2 08:37
1442,1,MA000001,2023,0,AD,142729,20,5,109475,36579,2,40,B.2.1,Staff Employees,70,Group B,Surveyor's Assistant,2,10,34,Detail,1068.5,BR102243,Weekly,30.53,CR30034,Hourly,0,14,2023/7/1,,2023/6/2 08:37
1442,1,MA000001,2023,0,AD,142730,21,5,109476,36579,2,40,B.2.1,Staff Employees,70,Group B,Clerk,2,11,31,Detail,1068.5,BR102244,Weekly,30.53,CR30035,Hourly,0,15,2023/7/1,,2023/6/2 08:37
1442,1,MA000001,2023,0,AD,142731,22,5,109477,36579,2,40,B.2.1,Staff Employees,70,Group B,Laboratory Assistant,2,12,33,Detail,1068.5,BR102245,Weekly,30.53,CR30036,Hourly,0,16,2023/7/1,,2023/6/2 08:37
1442,1,MA000001,2023,0,AD,142732,23,5,109478,36579,2,40,B.2.1,Staff Employees,70,Group B,Technical Assistant,2,13,,Detail,1068.5,BR102246,Weekly,30.53,CR30037,Hourly,0,17,2023/7/1,,2023/6/2 08:37
1442,1,MA000001,2023,0,AD,142733,24,5,109479,36579,2,40,B.2.1,Staff Employees,70,Group B,Stores Clerk,2,14,32,Detail,1068.5,BR102247,Weekly,30.53,CR30038,Hourly,0,18,2023/7/1,,2023/6/2 08:37
1442,1,MA000001,2023,0,AD,142734,25,5,109480,36579,2,40,B.2.1,Staff Employees,70,Group B,Trainee,2,,,Detail,1068.5,BR102248,Weekly,30.53,CR30039,Hourly,0,19,2023/7/1,,2023/6/2 08:37
1442,1,MA000001,2023,0,AD,142735,26,6,109481,36579,2,40,B.2.1,Staff Employees,70,Group B,Coal and/or Dust Sampler,2,16,90950,Detail,1068.5,BR102249,Weekly,30.53,CR30040,Hourly,0,20,2023/7/1,,2023/6/2 08:37
1442,1,MA000001,2023,0,AD,142736,27,5,109482,36579,2,40,B.2.1,Staff Employees,70,Group B,Screen and Surface Overseer,2,,,Detail,1068.5,BR102250,Weekly,30.53,CR30041,Hourly,0,21,2023/7/1,,2023/6/2 08:37
1442,1,MA000001,2023,0,AD,142737,28,5,109483,36579,2,40,B.2.1,Staff Employees,70,Group B,Traffic Controller,2,,,Detail,1068.5,BR102251,Weekly,30.53,CR30042,Hourly,0,22,2023/7/1,,2023/6/2 08:37
1442,1,MA000001,2023,1,AD,142738,29,5,109484,36579,2,40,B.2.1,Staff Employees,70,Group C,GROUP C*,3,17,36,Detail,1095.9,BR89765,Weekly,31.31,CR25634,Hourly,0,23,2023/7/1,,2023/6/2 08:37
1442,1,MA000001,2023,0,AD,142739,30,5,109485,36579,2,40,B.2.1,Staff Employees,70,Group C,Computer Operator,3,,45,Detail,1095.9,BR102683,Weekly,31.31,CR30043,Hourly,0,24,2023/7/1,,2023/6/2 08:37
1442,1,MA000001,2023,0,AD,142740,31,5,109486,36579,2,40,B.2.1,Staff Employees,70,Group C,Senior Clerk,3,21,,Detail,1095.9,BR102684,Weekly,31.31,CR30044,Hourly,0,25,2023/7/1,,2023/6/2 08:37
1442,1,MA000001,2023,0,AD,142741,32,5,109487,36579,2,40,B.2.1,Staff Employees,70,Group C,Senior Stores Clerk,3,24,46,Detail,1095.9,BR102685,Weekly,31.31,CR30045,Hourly,0,26,2023/7/1,,2023/6/2 08:37
1442,1,MA000001,2023,0,AD,142742,33,5,109488,36579,2,40,B.2.1,Staff Employees,70,Group C,Laboratory Technician,3,22,,Detail,1095.9,BR102686,Weekly,31.31,CR30046,Hourly,0,27,2023/7/1,,2023/6/2 08:37
1442,1,MA000001,2023,0,AD,142743,34,5,109489,36579,2,40,B.2.1,Staff Employees,70,Group C,Assistant Surveyor,3,20,37,Detail,1095.9,BR102687,Weekly,31.31,CR30047,Hourly,0,28,2023/7/1,,2023/6/2 08:37
1442,1,MA000001,2023,0,AD,142744,35,5,109490,36579,2,40,B.2.1,Staff Employees,70,Group C,Assistant Safety Officer,3,,56,Detail,1095.9,BR102688,Weekly,31.31,CR30048,Hourly,0,29,2023/7/1,,2023/6/2 08:37
1442,1,MA000001,2023,1,AD,142745,36,5,109491,36579,2,40,B.2.1,Staff Employees,70,Group D,GROUP D*,4,29,40,Detail,1112.7,BR89766,Weekly,31.79,CR25635,Hourly,0,30,2023/7/1,,2023/6/2 08:37
1442,1,MA000001,2023,0,AD,142746,37,5,109492,36579,2,40,B.2.1,Staff Employees,70,Group D,Surveyor,4,34,,Detail,1112.7,BR102689,Weekly,31.79,CR30049,Hourly,0,31,2023/7/1,,2023/6/2 08:37
1442,1,MA000001,2023,0,AD,142747,38,5,109493,36579,2,40,B.2.1,Staff Employees,70,Group D,Draftsperson,4,,41,Detail,1112.7,BR102690,Weekly,31.79,CR30050,Hourly,0,32,2023/7/1,,2023/6/2 08:37
1442,1,MA000001,2023,0,AD,142748,39,5,109494,36579,2,40,B.2.1,Staff Employees,70,Group D,Shotfirer,4,,,Detail,1112.7,BR102691,Weekly,31.79,CR30051,Hourly,0,33,2023/7/1,,2023/6/2 08:37
1442,1,MA000001,2023,1,AD,142749,40,5,109495,36579,2,40,B.2.1,Staff Employees,70,Group E,GROUP E*,5,36,44,Detail,1135.1,BR89767,Weekly,32.43,CR25636,Hourly,0,34,2023/7/1,,2023/6/2 08:37
1442,1,MA000001,2023,0,AD,142750,41,5,109496,36579,2,40,B.2.1,Staff Employees,70,Group E,Leading Draftsperson,5,38,,Detail,1135.1,BR102692,Weekly,32.43,CR30052,Hourly,0,35,2023/7/1,,2023/6/2 08:37
1442,1,MA000001,2023,0,AD,142751,42,5,109497,36579,2,40,B.2.1,Staff Employees,70,Group E,Assistant Training Officer,5,,60,Detail,1135.1,BR102693,Weekly,32.43,CR30053,Hourly,0,36,2023/7/1,,2023/6/2 08:37
1442,1,MA000001,2023,0,AD,142752,43,6,109498,36579,2,40,B.2.1,Staff Employees,70,Group E,Assistant Electrical and/or Mechanical Engineer,5,,72,Detail,1135.1,BR102694,Weekly,32.43,CR30054,Hourly,0,37,2023/7/1,,2023/6/2 08:37
1442,1,MA000001,2023,1,AD,142753,44,5,109499,36579,2,40,B.2.1,Staff Employees,70,Group F,GROUP F*,6,40,48,Detail,1146.1,BR89768,Weekly,32.75,CR25637,Hourly,0,38,2023/7/1,,2023/6/2 08:37
1442,1,MA000001,2023,0,AD,142754,45,5,109500,36579,2,40,B.2.1,Staff Employees,70,Group F,Senior Computer Operator,6,30,,Detail,1146.1,BR102695,Weekly,32.75,CR30055,Hourly,0,39,2023/7/1,,2023/6/2 08:37
1442,1,MA000001,2023,0,AD,142755,46,5,109501,36579,2,40,B.2.1,Staff Employees,70,Group F,Assistant Purchasing and Stores Control Officer,6,32,54,Detail,1146.1,BR102696,Weekly,32.75,CR30056,Hourly,0,40,2023/7/1,,2023/6/2 08:37
1442,1,MA000001,2023,0,AD,142756,47,5,109502,36579,2,40,B.2.1,Staff Employees,70,Group F,Administrative Officer,6,,,Detail,1146.1,BR102697,Weekly,32.75,CR30057,Hourly,0,41,2023/7/1,,2023/6/2 08:37
1442,1,MA000001,2023,1,AD,142757,48,5,109503,36579,2,40,B.2.1,Staff Employees,70,Group G,GROUP G*,7,44,58,Detail,1206.6,BR89769,Weekly,34.47,CR25638,Hourly,0,42,2023/7/1,,2023/6/2 08:37
1442,1,MA000001,2023,0,AD,142758,49,5,109504,36579,2,40,B.2.1,Staff Employees,70,Group G,Chemist,7,,77,Detail,1206.6,BR102698,Weekly,34.47,CR30058,Hourly,0,43,2023/7/1,,2023/6/2 08:37
1442,1,MA000001,2023,0,AD,142759,50,5,109505,36579,2,40,B.2.1,Staff Employees,70,Group G,Analyst and/or Programmer,7,,63,Detail,1206.6,BR102699,Weekly,34.47,CR30059,Hourly,0,44,2023/7/1,,2023/6/2 08:37
1442,1,MA000001,2023,0,AD,142760,51,5,109506,36579,2,40,B.2.1,Staff Employees,70,Group G,Environmental Scientist,7,,,Detail,1206.6,BR102700,Weekly,34.47,CR30060,Hourly,0,45,2023/7/1,,2023/6/2 08:37
1442,1,MA000001,2023,0,AD,142761,52,5,109507,36579,2,40,B.2.1,Staff Employees,70,Group G,Paymaster,7,,,Detail,1206.6,BR102701,Weekly,34.47,CR30061,Hourly,0,46,2023/7/1,,2023/6/2 08:37
1442,1,MA000001,2023,0,AD,142762,53,5,109508,36579,2,40,B.2.1,Staff Employees,70,Group G,Purchasing Officer,7,46,68,Detail,1206.6,BR102702,Weekly,34.47,CR30062,Hourly,0,47,2023/7/1,,2023/6/2 08:37
1442,1,MA000001,2023,0,AD,142763,54,5,109509,36579,2,40,B.2.1,Staff Employees,70,Group G,Stores Control Officer,7,53,68,Detail,1206.6,BR102703,Weekly,34.47,CR30063,Hourly,0,48,2023/7/1,,2023/6/2 08:37
1442,1,MA000001,2023,0,AD,142764,55,5,109510,36579,2,40,B.2.1,Staff Employees,70,Group G,Personnel Officer,7,,56,Detail,1206.6,BR102704,Weekly,34.47,CR30064,Hourly,0,49,2023/7/1,,2023/6/2 08:37
1442,1,MA000001,2023,0,AD,142765,56,5,109511,36579,2,40,B.2.1,Staff Employees,70,Group G,Safety Officer,7,35,,Detail,1206.6,BR102705,Weekly,34.47,CR30065,Hourly,0,50,2023/7/1,,2023/6/2 08:37
1442,1,MA000001,2023,0,AD,142766,57,5,109512,36579,2,40,B.2.1,Staff Employees,70,Group G,Assistant to the Chief Clerk,7,,,Detail,1206.6,BR102706,Weekly,34.47,CR30066,Hourly,0,51,2023/7/1,,2023/6/2 08:37
1442,1,MA000001,2023,1,AD,142767,58,5,109513,36579,2,40,B.2.1,Staff Employees,70,Group H,GROUP H*,8,48,48,Detail,1220.7,BR89770,Weekly,34.88,CR25639,Hourly,0,52,2023/7/1,,2023/6/2 08:37
1442,1,MA000001,2023,0,AD,142768,59,5,109514,36579,2,40,B.2.1,Staff Employees,70,Group H,Deputy,8,,,Detail,1220.7,BR102707,Weekly,34.88,CR30067,Hourly,0,53,2023/7/1,,2023/6/2 08:37
1442,1,MA000001,2023,0,AD,142769,60,5,109515,36579,2,40,B.2.1,Staff Employees,70,Group H,Training Officer,8,42,,Detail,1220.7,BR102708,Weekly,34.88,CR30068,Hourly,0,54,2023/7/1,,2023/6/2 08:37
1442,1,MA000001,2023,0,AD,157405,90948,5,124313,36579,2,40,B.2.1,Staff Employees,70,Group H,Mines Rescue Training Officer Level 1,8,,90946,Detail,1220.7,BR102667,Weekly,34.88,CR30069,Hourly,0,55,2023/7/1,,2023/6/2 08:37
1442,1,MA000001,2023,0,AD,157406,90949,5,124314,36579,2,40,B.2.1,Staff Employees,70,Group H,Mines Rescue Technical Officer Level 1,8,,90947,Detail,1220.7,BR102668,Weekly,34.88,CR30070,Hourly,0,56,2023/7/1,,2023/6/2 08:37
1442,1,MA000001,2023,0,AD,157407,90950,5,124315,36579,2,40,B.2.1,Staff Employees,70,Group H,Occupational Hygienist/Statutory Dust Sampler,8,26,,Detail,1220.7,BR102669,Weekly,34.88,CR30071,Hourly,0,57,2023/7/1,,2023/6/2 08:37
1442,1,MA000001,2023,1,AD,142770,61,5,109516,36579,2,40,B.2.1,Staff Employees,70,Group I,GROUP I*,9,58,71,Detail,1239.7,BR89771,Weekly,35.42,CR25640,Hourly,0,58,2023/7/1,,2023/6/2 08:37
1442,1,MA000001,2023,0,AD,142771,62,5,109517,36579,2,40,B.2.1,Staff Employees,70,Group I,Foreperson,9,61,80,Detail,1239.7,BR102670,Weekly,35.42,CR30072,Hourly,0,59,2023/7/1,,2023/6/2 08:37
1442,1,MA000001,2023,0,AD,142772,63,5,109518,36579,2,40,B.2.1,Staff Employees,70,Group I,Senior Analyst and/or Programmer,9,50,,Detail,1239.7,BR102671,Weekly,35.42,CR30073,Hourly,0,60,2023/7/1,,2023/6/2 08:37
1442,1,MA000001,2023,0,AD,142773,64,5,109519,36579,2,40,B.2.1,Staff Employees,70,Group I,Coal Preparation Plant Foreperson (Tasmania),9,,,Detail,1239.7,BR102672,Weekly,35.42,CR30074,Hourly,0,61,2023/7/1,,2023/6/2 08:37
1442,1,MA000001,2023,0,AD,142774,65,5,109520,36579,2,40,B.2.1,Staff Employees,70,Group I,Commercial Officer,9,,,Detail,1239.7,BR102673,Weekly,35.42,CR30075,Hourly,0,62,2023/7/1,,2023/6/2 08:37
1442,1,MA000001,2023,0,AD,142775,66,5,109521,36579,2,40,B.2.1,Staff Employees,70,Group I,Assistant Accountant,9,,81,Detail,1239.7,BR102674,Weekly,35.42,CR30076,Hourly,0,63,2023/7/1,,2023/6/2 08:37
1442,1,MA000001,2023,0,AD,142776,67,5,109522,36579,2,40,B.2.1,Staff Employees,70,Group I,Chief Clerk,9,31,,Detail,1239.7,BR102675,Weekly,35.42,CR30077,Hourly,0,64,2023/7/1,,2023/6/2 08:37
1442,1,MA000001,2023,0,AD,142777,68,5,109523,36579,2,40,B.2.1,Staff Employees,70,Group I,Purchasing and Store Control Officer,9,54,,Detail,1239.7,BR102676,Weekly,35.42,CR30078,Hourly,0,65,2023/7/1,,2023/6/2 08:37
1442,1,MA000001,2023,0,AD,142778,69,5,109524,36579,2,40,B.2.1,Staff Employees,70,Group I,Mine Surveyor,9,,75,Detail,1239.7,BR102677,Weekly,35.42,CR30079,Hourly,0,66,2023/7/1,,2023/6/2 08:37
1442,1,MA000001,2023,0,AD,142779,70,5,109525,36579,2,40,B.2.1,Staff Employees,70,Group I,Planning Officer,9,,,Detail,1239.7,BR102643,Weekly,35.42,CR30080,Hourly,0,67,2023/7/1,,2023/6/2 08:37
1442,1,MA000001,2023,0,AD,157592,91135,5,124500,36579,2,40,B.2.1,Staff Employees,70,Group I,Occupational Health Nurse,9,,,Detail,1239.7,BR102850,Weekly,35.42,CR30081,Hourly,0,68,2023/7/1,,2023/6/2 08:37
1442,1,MA000001,2023,0,AD,157403,90946,5,124311,36579,2,40,B.2.1,Staff Employees,70,Group I,Mines Rescue Training Officer Level 2,9,90948,90947,Detail,1239.7,BR102641,Weekly,35.42,CR30082,Hourly,0,69,2023/7/1,,2023/6/2 08:37
1442,1,MA000001,2023,0,AD,157404,90947,5,124312,36579,2,40,B.2.1,Staff Employees,70,Group I,Mines Rescue Technical Officer Level 2,9,90949,,Detail,1239.7,BR102642,Weekly,35.42,CR30083,Hourly,0,70,2023/7/1,,2023/6/2 08:37
1442,1,MA000001,2023,1,AD,142780,71,5,109526,36579,2,40,B.2.1,Staff Employees,70,Group J,GROUP J*,10,61,84,Detail,1256.5,BR89772,Weekly,35.9,CR25641,Hourly,0,71,2023/7/1,,2023/6/2 08:37
